age,gender,height_cm,weight_kg,sit and bend forward_cm,sit-ups counts,broad jump_cm
64.0,0,170.8,75.8,10.0,26.0,171.0
21.0,0,180.0,76.6,13.6,28.0,219.0
63.0,1,156.3,46.1,17.3,15.0,142.0
62.0,0,175.5,72.4,11.7,42.0,188.0
41.0,1,160.7,53.4,10.4,40.0,157.0
27.0,0,171.0,71.5,-0.1,40.0,206.0
25.0,0,185.0,88.6,20.0,63.0,220.0
27.0,0,178.7,78.82,-8.9,47.0,202.0
26.0,1,164.2,50.9,16.2,36.0,167.0
31.0,0,173.0,72.7,3.7,34.0,199.0
23.0,0,180.6,80.3,16.5,51.0,245.0
41.0,0,169.5,65.3,6.8,38.0,185.0
55.0,0,182.0,78.3,11.1,35.0,152.0
39.0,0,175.8,76.2,-3.2,46.0,228.0
39.0,1,161.3,54.6,15.0,23.0,155.0
21.0,0,176.5,71.4,17.3,52.0,280.0
55.0,1,151.0,51.4,18.5,14.0,119.0
46.0,1,153.9,67.74,15.8,31.0,141.0
30.0,0,167.7,70.9,18.8,55.0,232.0
21.0,0,179.9,75.0,19.6,61.0,226.0
47.0,1,159.0,60.1,13.5,20.0,116.0
21.0,0,167.5,56.2,17.2,65.0,270.0
23.0,1,166.5,55.6,18.8,38.0,137.0
26.0,0,179.0,81.72,10.0,42.0,189.0
22.0,0,184.5,74.1,14.8,47.0,211.0
59.0,1,143.7,54.6,21.2,20.0,120.0
56.0,0,166.8,64.0,13.0,36.0,197.0
28.0,0,173.9,64.7,5.4,41.0,237.0
23.0,0,175.2,70.8,11.0,44.0,196.0
25.0,0,178.1,82.1,-2.0,44.0,194.0
59.0,0,171.2,69.1,5.2,24.0,126.0
56.0,1,152.3,46.9,14.0,14.0,124.0
51.0,0,168.2,73.1,7.6,36.0,213.0
23.0,1,163.6,54.7,21.0,48.0,127.0
53.0,0,168.6,65.3,9.3,30.0,195.0
30.0,0,174.4,68.6,18.6,56.0,234.0
60.0,1,148.4,50.1,32.6,13.0,130.0
23.0,0,170.9,69.2,2.5,55.0,214.0
23.0,0,169.7,71.68,22.2,30.0,198.0
49.0,1,157.5,48.0,22.6,38.0,180.0
26.0,0,166.0,67.3,16.1,48.0,220.0
28.0,1,173.0,64.3,27.0,48.0,207.0
56.0,0,161.1,60.6,14.1,32.0,155.0
42.0,1,163.3,53.7,4.1,6.0,133.0
33.0,0,181.7,78.0,29.2,60.0,250.0
63.0,0,162.8,71.3,13.4,33.0,182.0
23.0,1,159.8,52.7,25.4,61.0,195.0
24.0,0,175.5,94.0,10.1,42.0,189.0
24.0,0,184.6,82.4,-0.8,41.0,224.0
47.0,0,175.4,86.7,15.0,49.0,194.0
60.0,0,169.2,77.5,9.8,51.0,175.0
29.0,0,175.6,84.5,12.5,49.0,240.0
44.0,0,176.6,78.5,20.0,35.0,200.0
25.0,1,159.1,55.3,22.0,45.0,173.0
35.0,0,179.2,64.7,22.5,46.0,239.0
23.0,0,172.0,88.7,17.9,29.0,185.0
27.0,0,161.8,68.9,17.5,61.0,202.0
52.0,0,173.3,85.9,13.2,35.0,203.0
27.0,0,180.7,86.5,19.5,42.0,241.0
40.0,1,160.5,68.8,2.0,16.0,119.0
22.0,0,176.5,74.3,19.7,55.0,229.0
32.0,0,181.2,87.0,20.2,68.0,239.0
21.0,0,173.2,65.78,19.7,61.0,251.0
39.0,0,181.7,94.0,6.4,26.0,217.0
22.0,1,157.7,54.5,19.4,30.0,162.0
32.0,1,156.8,54.5,15.2,34.0,148.0
24.0,0,169.9,58.8,11.3,52.0,202.0
59.0,0,172.6,77.0,14.1,30.0,160.0
32.0,0,170.0,71.6,20.5,41.0,183.0
64.0,1,151.3,52.2,14.3,17.0,108.0
27.0,0,171.8,75.1,8.6,54.0,211.0
49.0,0,177.6,84.1,14.4,56.0,221.0
26.0,1,163.7,60.9,15.5,50.0,191.0
36.0,1,161.4,54.3,22.0,23.0,148.0
51.0,0,170.2,86.8,16.4,32.0,223.0
47.0,1,157.7,59.6,16.9,36.0,175.0
28.0,0,169.4,77.3,17.6,54.0,230.0
55.0,0,172.0,59.8,8.8,48.0,204.0
26.0,1,160.9,51.5,29.7,36.0,168.0
52.0,0,169.3,68.8,11.3,36.0,182.0
35.0,0,178.5,78.4,17.1,64.0,237.0
23.0,0,168.2,61.3,15.5,43.0,253.0
30.0,0,177.5,77.2,-0.5,35.0,210.0
37.0,0,172.5,70.3,20.4,41.0,220.0
23.0,0,173.9,70.5,18.8,46.0,195.0
24.0,1,164.3,52.9,21.0,43.0,172.0
27.0,0,173.8,68.4,14.1,49.0,244.0
26.0,1,158.8,56.9,20.8,37.0,172.0
29.0,1,160.7,47.5,18.3,42.0,170.0
25.0,0,181.1,81.5,20.8,65.0,250.0
60.0,0,172.6,72.8,9.2,27.0,181.0
26.0,0,167.5,66.0,0.3,44.0,254.0
23.0,0,165.3,58.2,19.2,51.0,233.0
24.0,0,174.3,72.5,13.8,50.0,225.0
27.0,0,180.9,82.3,15.4,46.0,225.0
35.0,0,172.3,76.6,18.3,46.0,209.0
22.0,0,180.7,81.5,11.6,62.0,247.0
21.0,0,170.1,81.0,-1.0,47.0,160.0
23.0,0,175.1,72.7,-6.44,48.0,212.0
63.0,1,151.8,50.2,24.9,5.0,130.0
55.0,0,176.6,62.4,13.2,46.0,190.0
28.0,1,165.7,86.0,23.9,29.0,133.0
30.0,0,169.7,77.9,18.0,54.0,232.0
60.0,0,173.0,68.4,12.3,52.0,195.0
25.0,1,156.3,48.6,29.8,41.0,155.0
22.0,1,160.5,50.7,25.6,44.0,202.0
25.0,0,163.2,61.8,9.6,48.0,199.0
61.0,1,153.8,52.3,17.4,18.0,124.0
38.0,1,164.4,56.2,17.1,29.0,169.0
25.0,0,174.7,98.3,11.0,55.0,160.0
39.0,0,182.7,80.0,14.9,46.0,222.0
38.0,0,176.7,67.7,7.7,38.0,195.0
29.0,1,156.1,50.0,23.9,49.0,194.0
64.0,0,160.5,67.9,6.5,27.0,180.0
21.0,0,169.9,76.6,17.1,37.0,237.0
21.0,1,156.1,52.7,15.3,47.0,182.0
63.0,0,167.4,59.8,11.7,19.0,184.0
52.0,1,147.8,49.6,13.5,15.0,160.0
28.0,1,157.1,52.1,14.7,41.0,167.0
49.0,0,167.1,72.0,3.6,27.0,177.0
22.0,0,176.1,70.1,12.9,36.0,247.0
31.0,0,176.7,93.84,15.2,50.0,226.0
39.0,0,174.8,94.1,10.8,35.0,234.0
63.0,0,160.5,68.2,14.3,31.0,174.0
36.0,0,175.0,70.5,14.2,49.0,230.0
23.0,0,165.6,63.3,28.6,52.0,186.0
26.0,0,175.7,75.3,23.1,52.0,228.0
23.0,1,158.2,47.9,10.9,26.0,131.0
40.0,1,157.8,44.5,25.9,21.0,148.0
32.0,0,171.5,71.9,15.7,47.0,238.0
56.0,0,166.3,69.9,12.9,32.0,204.0
58.0,1,148.3,62.4,5.0,5.0,121.0
31.0,1,162.5,56.7,18.9,37.0,151.0
25.0,1,157.2,43.2,18.5,42.0,160.0
22.0,1,160.1,52.7,26.6,47.0,188.0
21.0,0,175.3,74.6,-8.0,34.0,183.0
54.0,0,163.5,56.88,18.3,44.0,205.0
21.0,0,180.8,76.2,16.8,52.0,218.0
26.0,0,172.4,78.9,13.6,63.0,252.0
46.0,0,175.9,78.9,8.6,42.0,200.0
50.0,1,166.0,61.2,16.8,18.0,130.0
21.0,0,167.9,69.1,12.0,43.0,200.0
51.0,0,162.4,58.4,25.3,53.0,229.0
30.0,1,168.6,56.2,13.8,49.0,174.0
21.0,1,164.0,58.2,25.7,45.0,173.0
21.0,0,186.3,74.4,3.7,53.0,214.0
49.0,0,172.5,66.8,15.6,51.0,182.0
30.0,0,180.0,81.7,14.7,56.0,221.0
51.0,0,168.2,67.6,12.0,46.0,187.0
61.0,0,176.4,70.18,5.6,26.0,152.0
64.0,1,155.3,55.72,13.2,4.0,108.0
41.0,0,178.3,86.1,8.5,42.0,223.0
47.0,1,156.5,49.1,19.4,18.0,150.0
30.0,0,172.5,67.4,16.6,54.0,255.0
63.0,0,171.3,65.6,5.4,26.0,172.0
22.0,1,159.3,54.0,27.2,33.0,189.0
22.0,0,167.6,72.7,22.1,67.0,260.0
41.0,1,154.2,46.5,19.0,36.0,142.0
21.0,1,156.0,55.7,33.2,39.0,187.0
22.0,0,176.7,72.4,6.8,50.0,220.0
34.0,0,173.0,75.0,12.0,42.0,210.0
42.0,0,168.0,74.9,10.0,41.0,211.0
21.0,0,173.2,65.2,12.3,50.0,208.0
47.0,1,164.7,65.3,18.8,17.0,150.0
22.0,1,162.6,54.9,29.8,36.0,192.0
21.0,1,166.3,60.9,28.3,47.0,194.0
21.0,0,180.3,86.4,1.2,29.0,191.0
22.0,0,177.2,73.4,10.6,55.0,223.0
22.0,0,168.5,74.5,-8.0,45.0,205.0
29.0,0,173.7,74.9,14.4,61.0,223.0
29.0,0,170.4,68.0,24.6,57.0,235.0
56.0,1,151.3,50.0,19.5,16.0,140.0
30.0,0,182.8,81.2,10.3,48.0,225.0
26.0,1,154.9,71.92,22.5,45.0,188.0
40.0,1,158.0,53.8,17.0,29.0,170.0
30.0,0,174.2,79.3,0.5,47.0,215.0
54.0,1,162.4,56.2,16.6,19.0,143.0
23.0,0,167.9,66.1,25.9,59.0,259.0
26.0,0,177.3,78.4,22.4,57.0,243.0
21.0,0,174.1,65.6,26.9,59.0,226.0
22.0,0,178.4,81.9,1.3,61.0,215.0
38.0,0,171.8,94.2,0.4,38.0,169.0
25.0,1,160.1,51.7,21.1,47.0,159.0
27.0,1,160.7,57.1,20.5,46.0,195.0
62.0,0,153.4,56.5,12.9,26.0,160.0
25.0,0,168.2,80.8,19.3,45.0,250.0
63.0,0,169.4,70.5,13.4,25.0,132.0
63.0,0,163.2,56.8,9.4,30.0,178.0
56.0,1,167.0,69.2,20.5,22.0,143.0
53.0,1,156.1,62.3,14.0,2.0,135.0
60.0,0,166.8,54.2,15.7,45.0,191.0
51.0,0,171.5,68.8,-2.0,20.0,175.0
59.0,0,166.1,67.8,22.4,34.0,188.0
39.0,0,183.9,82.6,11.7,46.0,190.0
53.0,0,172.9,83.9,14.1,25.0,168.0
32.0,0,164.7,63.8,22.1,50.0,245.0
30.0,0,168.7,66.5,10.9,51.0,228.0
31.0,0,183.6,80.5,-1.8,59.0,212.0
45.0,0,174.7,62.6,11.2,57.0,221.0
22.0,0,174.4,74.1,22.5,61.0,234.0
24.0,0,176.3,73.58,22.4,61.0,235.0
49.0,1,151.4,55.7,22.3,32.0,140.0
61.0,1,158.8,55.94,21.5,4.0,152.0
23.0,1,164.4,64.3,23.4,43.0,199.0
26.0,1,162.8,47.1,20.3,50.0,190.0
57.0,0,175.0,76.5,7.0,50.0,210.0
34.0,0,174.9,83.3,15.0,40.0,211.0
39.0,0,166.6,66.0,14.6,49.0,223.0
57.0,0,172.4,69.1,6.3,31.0,181.0
25.0,1,173.0,66.2,26.3,43.0,183.0
57.0,1,152.4,55.2,18.7,25.0,100.0
21.0,1,157.5,47.5,18.8,43.0,168.0
21.0,0,178.0,64.0,12.4,48.0,244.0
26.0,0,181.0,80.2,19.4,68.0,246.0
49.0,1,155.2,75.1,25.1,5.0,125.0
48.0,0,179.1,80.9,-0.4,27.0,162.0
57.0,0,171.0,78.1,10.5,17.0,163.0
21.0,1,165.9,62.4,27.5,51.0,201.0
25.0,0,177.3,78.0,29.0,49.0,224.0
48.0,0,173.7,70.16,31.0,50.0,205.0
51.0,0,173.6,69.1,14.5,37.0,222.0
40.0,0,178.5,80.1,28.8,70.0,235.0
21.0,1,163.1,53.0,26.6,33.0,138.0
25.0,0,168.2,68.8,7.4,47.0,201.0
48.0,0,172.2,85.1,5.9,34.0,220.0
41.0,0,170.9,79.2,4.0,28.0,199.0
35.0,1,168.5,81.4,21.1,25.0,156.0
44.0,0,172.5,68.8,8.0,31.0,210.0
51.0,0,172.0,67.8,6.3,22.0,200.0
27.0,0,177.0,87.4,18.0,58.0,238.0
60.0,0,163.9,67.8,3.1,16.0,180.0
64.0,1,155.9,51.5,22.2,25.0,107.0
46.0,1,163.0,63.8,-4.0,0.0,110.0
29.0,0,175.2,85.4,16.8,54.0,253.0
55.0,0,163.7,66.9,10.5,20.0,177.0
62.0,1,159.8,57.9,21.5,43.0,147.0
28.0,0,169.7,64.9,18.0,57.0,225.0
42.0,0,173.2,65.8,4.8,37.0,176.0
58.0,0,165.6,70.0,10.8,40.0,200.0
33.0,0,168.3,63.8,2.5,45.0,205.0
58.0,0,162.0,62.7,15.5,41.0,191.0
31.0,0,168.0,64.7,22.4,51.0,247.0
45.0,1,153.4,33.7,11.5,8.0,0.0
24.0,0,178.7,79.5,6.0,30.0,196.0
44.0,1,165.8,62.0,14.8,21.0,142.0
22.0,1,159.4,55.3,29.7,53.0,200.0
24.0,1,160.2,55.6,26.4,32.0,178.0
21.0,0,173.9,66.4,18.8,54.0,260.0
35.0,1,162.0,48.2,21.0,35.0,146.0
26.0,0,166.0,70.6,12.5,63.0,185.0
60.0,0,160.8,53.8,5.0,42.0,150.0
25.0,0,175.0,72.4,2.9,45.0,214.0
28.0,0,166.1,54.5,11.4,44.0,212.0
22.0,0,169.3,90.3,-2.6,39.0,192.0
21.0,1,161.0,55.1,22.0,54.0,175.0
62.0,1,161.9,61.6,20.5,15.0,98.0
21.0,0,182.2,80.3,15.6,62.0,242.0
34.0,0,180.8,75.26,24.5,55.0,235.0
41.0,0,178.0,77.0,16.4,66.0,264.0
27.0,0,181.4,88.74,11.0,56.0,195.0
28.0,1,172.8,64.6,15.1,52.0,211.0
26.0,1,158.8,44.5,20.0,24.0,147.0
25.0,0,166.3,65.0,17.8,62.0,238.0
39.0,0,176.1,70.4,9.6,43.0,212.0
21.0,0,170.0,61.7,13.6,48.0,226.0
63.0,0,166.8,58.4,10.4,30.0,181.0
59.0,0,172.1,66.0,17.2,43.0,190.0
29.0,0,182.1,100.3,12.9,54.0,204.0
31.0,1,158.9,56.7,20.2,52.0,174.0
30.0,0,180.7,86.6,23.9,43.0,239.0
26.0,0,179.7,82.1,7.0,44.0,224.0
33.0,0,164.6,63.1,20.0,64.0,240.0
51.0,1,156.0,63.3,16.1,20.0,162.0
49.0,1,151.7,59.7,14.8,26.0,137.0
56.0,0,173.0,70.9,11.1,44.0,162.0
23.0,1,166.3,65.9,16.3,29.0,160.0
28.0,1,158.7,57.1,15.7,24.0,160.0
25.0,1,157.7,52.62,25.8,45.0,153.0
25.0,0,179.4,81.36,2.9,56.0,215.0
28.0,1,165.2,58.5,26.6,33.0,164.0
22.0,0,171.4,73.6,17.2,76.0,273.0
26.0,1,164.4,54.6,19.4,34.0,175.0
60.0,1,152.4,56.1,15.8,18.0,138.0
56.0,1,158.7,63.7,2.0,10.0,130.0
33.0,0,170.6,67.8,23.0,53.0,239.0
25.0,0,178.0,67.0,17.2,50.0,230.0
29.0,0,191.3,85.2,26.3,59.0,222.0
43.0,1,159.6,71.9,11.5,12.0,155.0
21.0,0,183.6,78.0,21.3,63.0,250.0
50.0,1,152.5,39.3,12.7,1.0,109.0
26.0,0,166.3,67.2,16.8,49.0,241.0
64.0,0,170.8,71.2,10.4,50.0,194.0
28.0,0,175.1,69.6,16.3,38.0,210.0
56.0,1,163.6,54.2,15.1,7.0,112.0
31.0,1,164.3,52.2,20.0,40.0,171.0
60.0,1,150.8,40.8,18.8,23.0,139.0
42.0,1,167.2,67.7,13.0,26.0,187.0
45.0,0,177.0,72.6,10.0,43.0,215.0
30.0,0,174.5,81.8,16.3,65.0,232.0
53.0,0,175.0,76.4,23.5,54.0,219.0
27.0,0,187.4,76.6,13.4,43.0,202.0
27.0,0,180.0,71.4,17.1,59.0,223.0
27.0,0,170.7,72.0,20.6,59.0,237.0
50.0,0,182.4,77.2,14.6,62.0,201.0
37.0,0,170.5,69.0,18.2,53.0,238.0
24.0,1,166.6,51.3,19.2,42.0,184.0
36.0,0,178.4,88.2,22.7,50.0,233.0
25.0,1,157.8,44.8,18.9,38.0,162.0
28.0,0,173.8,78.5,19.9,57.0,237.0
37.0,0,181.1,67.8,15.9,43.0,231.0
61.0,0,176.9,74.68,15.2,26.0,189.0
23.0,0,172.7,77.0,18.1,47.0,233.0
44.0,0,167.8,65.0,13.4,55.0,237.0
49.0,1,164.7,72.1,15.3,22.0,137.0
56.0,1,159.2,47.9,12.1,26.0,141.0
23.0,1,157.1,57.7,33.0,33.0,153.0
40.0,0,176.9,72.4,14.5,44.0,196.0
37.0,0,185.2,77.7,12.6,55.0,226.0
57.0,0,169.2,74.5,16.7,38.0,194.0
38.0,0,170.2,61.7,10.6,49.0,188.0
35.0,1,160.7,58.4,20.4,27.0,150.0
23.0,0,166.6,69.8,13.7,57.0,242.0
62.0,1,150.3,51.4,18.3,8.0,115.0
60.0,1,156.1,62.62,21.8,19.0,150.0
39.0,1,167.5,52.1,15.0,32.0,125.0
55.0,1,171.8,95.1,0.7,0.0,131.0
27.0,0,183.7,81.8,20.2,57.0,230.0
31.0,0,179.7,85.5,1.7,48.0,172.0
26.0,0,175.9,97.8,1.1,26.0,181.0
60.0,0,171.7,59.3,13.7,31.0,163.0
27.0,0,181.2,68.4,-2.2,45.0,215.0
53.0,0,173.1,73.5,5.5,39.0,198.0
29.0,0,167.0,64.0,17.1,49.0,233.0
58.0,0,171.6,71.5,18.0,21.0,198.0
23.0,0,178.6,69.3,7.9,48.0,196.0
55.0,1,159.0,54.2,15.5,14.0,112.0
39.0,0,180.0,77.7,25.0,43.0,227.0
46.0,1,159.2,62.3,-1.0,17.0,118.0
34.0,0,173.4,69.1,16.7,43.0,198.0
28.0,1,164.0,56.3,23.7,41.0,139.0
24.0,0,168.9,60.8,24.2,55.0,235.0
49.0,0,170.8,71.5,14.0,30.0,214.0
60.0,1,161.5,64.4,21.5,12.0,127.0
40.0,0,173.0,72.1,3.7,46.0,239.0
35.0,0,180.1,98.3,7.1,54.0,184.0
41.0,0,173.3,64.1,11.3,43.0,221.0
21.0,0,173.4,61.8,29.2,57.0,278.0
54.0,0,170.1,78.1,17.5,28.0,187.0
59.0,0,175.6,79.7,15.2,31.0,191.0
22.0,1,164.6,71.0,15.6,37.0,174.0
32.0,1,159.2,56.7,27.5,37.0,175.0
21.0,0,176.4,65.4,11.1,52.0,230.0
47.0,0,172.2,72.7,14.7,36.0,213.0
27.0,0,171.6,74.3,14.6,56.0,217.0
22.0,0,175.7,67.1,14.3,64.0,257.0
27.0,1,158.8,50.7,11.0,48.0,185.0
30.0,1,159.0,59.4,26.3,29.0,151.0
50.0,0,178.2,88.4,19.3,51.0,0.0
21.0,1,166.1,98.7,19.7,39.0,180.0
36.0,0,169.0,58.4,21.1,27.0,139.0
46.0,0,169.5,85.1,13.0,48.0,203.0
26.0,1,155.0,46.2,23.2,39.0,180.0
36.0,0,165.2,55.4,12.9,41.0,219.0
27.0,0,162.8,66.7,10.0,65.0,230.0
23.0,0,170.7,68.08,1.6,44.0,208.0
40.0,0,170.0,67.7,0.5,31.0,206.0
26.0,0,182.5,71.68,12.9,45.0,196.0
26.0,0,173.0,74.3,20.7,52.0,235.0
21.0,0,179.1,88.4,-6.8,51.0,218.0
29.0,1,165.2,53.0,20.9,45.0,153.0
61.0,0,178.2,83.1,13.1,40.0,178.0
25.0,1,156.0,46.8,21.9,42.0,179.0
64.0,1,155.8,52.2,24.7,1.0,113.0
64.0,0,167.2,73.0,18.7,24.0,152.0
23.0,1,167.2,60.3,30.3,47.0,198.0
40.0,0,172.3,73.0,18.1,50.0,242.0
25.0,0,178.4,78.9,19.3,46.0,252.0
32.0,0,166.8,80.5,22.7,54.0,230.0
46.0,1,162.0,63.2,0.7,12.0,138.0
23.0,0,179.5,74.44,23.2,51.0,229.0
24.0,0,176.3,85.3,17.3,46.0,213.0
36.0,0,164.9,82.9,4.7,28.0,174.0
21.0,0,185.3,93.4,18.5,64.0,202.0
29.0,0,182.7,70.5,5.5,43.0,201.0
36.0,0,170.8,70.4,22.0,49.0,225.0
39.0,0,170.6,76.54,13.9,43.0,218.0
57.0,1,157.3,57.04,18.1,7.0,139.0
28.0,0,174.5,71.4,22.8,57.0,226.0
25.0,0,165.0,70.0,20.0,55.0,255.0
53.0,1,152.7,46.9,18.5,20.0,152.0
35.0,1,163.5,62.5,0.4,18.0,151.0
21.0,1,159.2,58.3,28.0,43.0,164.0
38.0,1,165.9,55.6,21.8,52.0,170.0
26.0,0,177.0,69.5,20.0,65.0,279.0
38.0,0,185.0,87.6,20.0,50.0,215.0
54.0,0,163.7,69.4,14.0,30.0,180.0
61.0,1,157.8,55.4,14.1,2.0,148.0
63.0,1,157.2,60.62,19.8,6.0,60.0
21.0,1,159.6,49.1,25.2,43.0,173.0
23.0,0,167.4,61.54,28.1,67.0,247.0
25.0,0,168.5,73.0,14.2,47.0,213.0
38.0,1,168.0,65.7,22.1,39.0,170.0
25.0,0,169.0,60.1,19.7,51.0,202.0
54.0,0,178.3,77.6,-1.9,37.0,167.0
21.0,0,179.2,79.8,11.0,56.0,227.0
60.0,1,159.9,62.7,8.9,5.0,78.0
44.0,1,155.4,80.4,16.6,17.0,126.0
21.0,0,187.6,80.7,10.3,46.0,255.0
22.0,1,157.1,57.5,24.8,36.0,173.0
42.0,1,161.3,57.2,26.4,30.0,163.0
27.0,0,168.9,83.2,21.8,56.0,218.0
39.0,0,172.7,78.2,12.4,33.0,219.0
59.0,1,163.3,62.54,22.5,34.0,135.0
46.0,0,172.0,79.5,22.6,37.0,229.0
27.0,0,177.3,75.88,20.7,50.0,226.0
51.0,0,164.1,70.9,14.0,40.0,211.0
47.0,1,161.9,54.0,23.6,24.0,161.0
44.0,0,174.6,75.0,12.0,38.0,218.0
28.0,0,173.5,82.44,19.9,46.0,205.0
35.0,0,175.1,63.3,21.4,46.0,224.0
31.0,0,170.9,73.5,9.5,54.0,226.0
37.0,0,177.2,70.4,14.2,54.0,225.0
49.0,0,167.4,64.1,22.7,37.0,215.0
62.0,1,151.3,48.4,24.4,19.0,146.0
32.0,0,173.9,78.4,20.36,53.0,266.0
38.0,0,171.9,78.0,8.7,44.0,224.0
55.0,0,180.7,66.8,5.9,30.0,191.0
23.0,1,164.7,62.5,14.7,41.0,165.0
54.0,0,164.6,64.5,16.1,33.0,204.0
22.0,1,158.7,50.6,25.0,38.0,170.0
37.0,0,166.3,63.72,11.6,39.0,186.0
21.0,1,156.9,60.6,22.0,54.0,192.0
52.0,0,170.7,87.6,15.4,58.0,195.0
63.0,0,165.8,63.9,14.2,28.0,160.0
34.0,0,172.0,61.0,15.0,41.0,230.0
44.0,1,156.3,62.1,13.3,37.0,155.0
29.0,1,165.8,60.0,23.6,49.0,205.0
24.0,0,170.4,85.5,7.2,55.0,184.0
56.0,0,176.8,73.8,10.4,33.0,179.0
24.0,1,159.6,62.9,26.5,43.0,177.0
60.0,1,157.6,57.2,17.4,17.0,110.0
50.0,0,167.1,74.4,18.9,64.0,227.0
57.0,1,160.4,62.4,19.5,15.0,148.0
55.0,0,163.1,62.1,12.9,31.0,173.0
42.0,0,171.5,91.0,3.2,27.0,203.0
21.0,0,174.8,65.0,1.3,43.0,195.0
27.0,1,161.1,58.2,24.8,26.0,155.0
21.0,1,159.1,49.7,24.9,35.0,180.0
21.0,0,172.8,67.9,25.1,69.0,245.0
38.0,0,174.3,68.4,17.5,62.0,236.0
42.0,1,158.5,48.9,19.5,44.0,181.0
54.0,1,160.4,54.2,16.4,28.0,134.0
43.0,1,164.1,58.1,11.5,28.0,179.0
34.0,0,153.1,70.2,13.0,39.0,108.0
39.0,1,161.1,56.9,7.9,45.0,151.0
31.0,0,170.0,72.0,18.4,44.0,198.0
49.0,0,170.4,75.9,3.5,30.0,187.0
39.0,1,147.3,50.7,16.8,35.0,129.0
64.0,1,148.6,66.46,0.9,8.0,144.0
59.0,0,178.1,82.1,5.3,34.0,173.0
59.0,0,160.4,64.0,15.1,21.0,217.0
57.0,1,148.0,54.0,18.8,16.0,137.0
21.0,0,169.3,71.1,17.1,58.0,234.0
43.0,1,171.3,56.52,8.8,29.0,154.0
28.0,0,174.3,59.48,16.1,53.0,233.0
34.0,1,161.9,57.3,24.8,37.0,158.0
40.0,0,183.5,77.4,22.3,37.0,213.0
25.0,0,175.2,72.1,17.1,56.0,231.0
27.0,0,180.3,102.4,-17.0,23.0,160.0
23.0,1,162.5,51.1,28.8,44.0,188.0
32.0,0,172.4,72.3,14.6,61.0,223.0
44.0,1,158.6,44.9,22.1,33.0,156.0
62.0,1,149.2,49.6,23.5,12.0,121.0
47.0,0,173.0,57.6,6.5,40.0,175.0
22.0,0,180.3,75.14,7.6,55.0,242.0
61.0,0,172.6,71.1,21.5,45.0,181.0
22.0,0,168.5,61.22,15.7,49.0,218.0
27.0,1,161.6,47.1,20.0,34.0,159.0
30.0,0,172.9,79.7,17.1,66.0,264.0
59.0,0,170.0,59.1,8.6,15.0,162.0
56.0,1,157.0,59.6,17.2,10.0,167.0
63.0,0,168.2,70.64,-1.4,25.0,158.0
48.0,1,159.1,56.2,22.8,30.0,168.0
25.0,1,155.9,45.7,3.7,43.0,166.0
34.0,0,170.8,80.2,7.8,38.0,185.0
61.0,0,168.5,62.1,17.0,31.0,169.0
33.0,0,168.7,62.3,-6.9,28.0,195.0
41.0,1,160.2,71.3,8.0,18.0,125.0
56.0,1,156.6,52.4,24.1,25.0,141.0
22.0,1,176.2,74.9,24.9,64.0,186.0
47.0,0,177.3,80.3,14.8,33.0,161.0
38.0,0,169.3,77.7,12.8,27.0,217.0
48.0,0,166.2,68.4,8.0,28.0,177.0
26.0,1,164.6,54.7,19.9,47.0,191.0
32.0,0,177.3,81.7,21.1,32.0,210.0
37.0,0,175.8,80.74,13.2,38.0,193.0
21.0,0,178.2,69.2,20.2,45.0,213.0
28.0,0,170.0,83.0,23.9,52.0,226.0
39.0,0,174.0,82.1,7.0,41.0,223.0
51.0,1,165.8,58.0,29.3,24.0,158.0
21.0,1,153.9,56.7,11.2,30.0,146.0
24.0,1,163.2,58.0,23.3,53.0,198.0
22.0,0,170.0,66.6,15.4,57.0,220.0
36.0,0,171.5,67.18,1.5,43.0,197.0
25.0,0,175.9,65.02,15.1,54.0,227.0
21.0,0,166.7,75.6,3.7,44.0,173.0
34.0,0,177.0,70.4,16.1,55.0,221.0
31.0,0,180.3,73.3,14.4,54.0,207.0
23.0,1,166.0,55.8,21.0,38.0,165.0
28.0,0,179.7,74.1,25.5,45.0,222.0
33.0,0,178.0,74.66,18.6,37.0,198.0
25.0,0,168.9,79.66,24.8,55.0,245.0
36.0,0,180.9,73.1,14.2,54.0,239.0
21.0,0,177.1,66.6,6.7,50.0,206.0
60.0,0,176.0,83.9,7.9,44.0,189.0
35.0,0,175.0,83.0,15.4,51.0,206.0
29.0,1,160.5,56.4,19.8,56.0,173.0
58.0,0,177.4,73.2,17.9,36.0,194.0
41.0,1,161.8,57.3,19.4,31.0,160.0
21.0,1,154.3,48.1,18.7,36.0,199.0
54.0,0,164.0,66.7,20.9,40.0,210.0
21.0,0,175.0,84.7,11.6,42.0,156.0
55.0,1,161.0,61.9,16.3,13.0,110.0
22.0,1,170.9,49.64,21.7,42.0,172.0
25.0,1,161.5,67.5,11.7,39.0,112.0
21.0,0,180.0,73.4,6.7,54.0,232.0
62.0,1,158.7,59.3,24.6,20.0,160.0
48.0,0,180.7,95.7,1.6,38.0,208.0
43.0,1,161.5,61.2,10.4,15.0,128.0
27.0,0,178.5,81.3,-4.3,61.0,195.0
23.0,0,184.4,75.6,14.1,59.0,252.0
28.0,0,176.7,85.8,9.2,40.0,240.0
35.0,0,171.0,66.6,20.1,45.0,245.0
49.0,1,160.0,56.0,16.2,26.0,134.0
21.0,0,173.7,71.6,18.6,57.0,258.0
